,title,health,ingredients,weight,price,image
224,"Chinese Premium Yellow Chrysanthemum Flower tea Packet, 20pcs","Eliminates liver heat, Improves eyesight, Nourishes the throat, Controls blood pressure and cholesterol, Cools down the body, Prevents sunstroke.",Whole Flowers,20 pcs | 80 cups,"Rs.2,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/FT21_ae7ac1ed-4e4f-48a5-b529-e0ca726df26d_1000x.jpg?v=1581147510
225,A box of care,,,,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Tea_Care_4_1000x.jpg?v=1626066310
226,True Tea Luxury,,,Tea Care Packages,"Rs.2,058",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/26_f304f56c-34cf-48bc-8043-30a586d99958_1000x.jpg?v=1581675190
227,Pamper With Tea,,,Tea Care Packages,"Rs.7,457",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/20_fffb3a8f-0cb1-471e-82c3-c800791ffb45_1000x.jpg?v=1581673777
228,Get Well Soon,,,Tea Care Packages,"Rs.3,397",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/7_3982dec0-74ed-4aa2-90ee-2c0782234450_1000x.jpg?v=1581593534
229,Birthday Pamper,,,Tea Care Packages,"Rs.3,048",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/1_9d47b260-0c72-4859-bc7c-5023f9acaa55_1000x.jpg?v=1581589292
230,"Three Mini Premium Gourmet Chinese Black Tea, 3x25g",,,25g x 3 Teas,"Rs.1,247",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT23_03_01_1000x.jpg?v=1581503061
231,"Three Mini Rare Chinese Red Black Tea, 3x25g",,,25g x 3 Teas,"Rs.1,947",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT22_21_04_1000x.jpg?v=1581502613
232,"Three Mini Artisan White Teas, 3x15g",,,15g x 3 Teas,"Rs.1,387",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT01_12_04_1000x.jpg?v=1581497806
233,"Three Mini Premium Oolong Teas, 3x25g",,,25g x 3 Teas,"Rs.1,797",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT16_02_07_1000x.jpg?v=1581497390
234,"Three Mini Chinese, Taiwanese & Indian Oolong Teas, 3x25g",,,25g x 3 Teas,"Rs.1,047",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Oolong_tea_contrywise_1000x.jpg?v=1580904052
235,"Three Mini Famous Chinese Green Teas, 3x25g",,,,"Rs.1,397",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Gt05_16_13_1000x.jpg?v=1580897846
236,"GMG Mini Chaoquing Green Tea Tin, 15G","Prevents cancer, Good for teeth and skin, Aids digestion, Lowers blood pressure.",Whole leave green tea,15 gms | 1 Mini Tin,Rs.559,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Good_Morning-2_1000x.jpg?v=1575096116
237,The Healer Tea Blend + Good Morning Gorgeous Tin,"Packed with anti-oxidants, Improves brain function, Dental health, Promotes weight loss, Good for digestion, Improves energy levels, Regulates menstrual cycle.","Chaoqing Green Tea, Star Anise",15 gms | 1 Mini Tin,Rs.459,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Good_Morning-1_1000x.jpg?v=1575095016
238,"Chinese Classic Raw Tea Tablet, 40Pcs","Refreshing, Cleanses toxins, Nourishes the stomach, Perfect coolant for summer, Blood purifier and contains anti-cancer properties.",Whole leaves Pu'er Tea,40 pcs | 160 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT15_1000x.jpg?v=1581415540
239,"Citrus Story Tea Blend Pouch, 150g","Aids weight loss, Promotes skin care, Improves digestion, Reduces cholesterol, Powers immune system, Promotes detoxification.","Lemongrass, Orange peel, Kaffir lime leaves",150 gms | 75 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD70_1000x.jpg?v=1581149498
240,Ayurvedic Spell Tea Blend,"Relieves depression, Enhances memory, Helps fight cancer, Relieves asthma, Improves blood flow, Prevents fatigue, Promotes longevity.","Gotukola, Rosemary leaves, Ginkgo Biloba","Tea Pouch, 50 gms = 25 cups",Rs.875,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD34_1000x.png?v=1573887600
241,Dreamy Saffron White,1. Packed with antioxidants 2. Promotes weight loss 3. Carries anti-aging properties 4. Good for skin 5. Relaxant,"Organic White Silverneedle buds, Saffron","Tea Tin, 25 gms = 41 cups","Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DreamySaffron_1000x.jpg?v=1597920146
242,"Pretty in Pink Tea Blend Pouch, 150g","Rich in anti-oxidants, Good for joints, Prevents sleep disorders, Protects liver, Anti-depressant, Good for menopause, Packed with Vitamins.","Bulgarian Red Rose petals, Star Anise, Hibiscus",150 gms | 102 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD26_1000x.jpg?v=1581148999
243,Mint & Rooibos Tea Blend,"Reduces hypertension, Premature aging, Relieves motion sickness, Prevents stomach disorders, Good for skin and hair, Packed with Vitamin C, Anti-oxidants.","Organic Green Rooibos, Mint",200 gms | 200 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD44_2_1000x.jpg?v=1630316314
244,The Sweet Green Rooibos Tea Blend,"Aids weight loss, Reduces hypertension, Premature aging, Improves cardiovascular health, Eases anxiety, Boosts immunity, Helps control skin problems, Good for eyes.","Organic Green Rooibos, Yellow Chrysanthemum petals, Calendula petals, Blue Corn petals",150 gms | 150 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD40_2_1000x.jpg?v=1630316056
245,White Small Bud Silver Needle Jasmine Tea ,"Packed with anti-oxidants, Lowers cholesterol, Enhances mood, Relieves stress, Boosts immunity, Has calming effect.",Whole leaves Jasmine Tea,50 gms | 50 cups,"Rs.2,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09873_1000x.jpg?v=1633932986
246,"Organic Kagoshima Asamushi, 75g","High in anti-oxidants Helps fight cancer, Lowers cholesterol, Helps in weight loss, Good for the heart.",Whole leave green tea,75 gms | 75 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT60_38c9dd0e-1a27-4896-8229-5f7497f3d64e_1000x.jpg?v=1612437650
247,"Kabusecha, 50g","High in anti-oxidants, Helps fight cancer, Lowers cholesterol, Helps in weight loss, Good for the heart.",Whole leave green tea,50 gms | 62 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT58_b35da32d-999b-417b-a089-4be590e05386_1000x.jpg?v=1612437165
248,"Dragon, 100g","Controls cholesterol, Tooth decay, Good for the heart, Digestion, high on anti-oxidants, Keeps bacteria and viruses at bay, Aids weight loss.",Whole leave green tea,100 gms | 100 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT49_4afd67ab-dc10-4286-a358-69575e98283f_1000x.jpg?v=1612435345
249,"Bi Luo Chun, 200g","Packed with anti-oxidants, Great for the heart, Weight loss, Digestion, Improves skin, Improves teeth.",Whole leave green tea,200 gms= 264 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT29_1000x.jpg?v=1612428682
250,"Simao, 150g","Packed with anti-oxidants, Lowers cholesterol, Good for heart, Promotes detoxification.","Whole leave green tea
Origin
China
Taste Notes
Smoky
Best Time
Daylight to Twilight",150 gms= 150 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT23_1000x.jpg?v=1612426552
251,"Dong Ting High Mountain, 50G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,50 gms = 83 cups,"Rs.1,749",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT09-1_1000x.jpg?v=1622539607
252,"Blooming Bunch Blooming Tea, 10pcs","Paired with prominent flavours of Jasmine uplifting your senses, vibrant Marigold and Globe Amaranth, welcome each day adorning a smile as bright as sunshine! Tender green tea leaves intricately wrap around blooms of 1 Marigold, 8 Jasmines and 1 Gomphrena globosa flowers, refreshing your mind with their dainty, floral vibe.Our Marigold, Jasmine and Globe Amaranth flowers are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesA delicate mix of sweet and captivating floral fragrances.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion Eyes, Relieves stress, Lowers cholesterol level, Packed with anti-oxidants.",1 marigold+ 8 jasmines + 1 Gomphrena globosa,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_18_4abe3900-29a1-4cb5-bcb7-f08491117118_1000x.jpg?v=1615446870
253,"Marigold Medley Blooming Tea, 10pcs","Fine green tea leaves are delicately sewn with 3 vibrant Marigold flowers in this artistic tea that colours your cup with yellowish red and mahogany tints, effectively improving your mood with brilliant sight and flavour. Marigold flowers are very popular amongst avid gardeners owing to its sunshine bright colours, and is a great brew for when you have unexpected guests over, or even for a silent read after a long day!Our velvety Marigold blooms are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the ea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesExperience a lush, hydrating mouthfeel with mellow, floral flavours.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion, Anti-septic, Skin care, Immune system, Good for Eyes, Eases cramps.",3 marigolds,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_14-1_1000x.jpg?v=1615446631
254,"Chinese Dianhong Golden Needle Long Bud - Platine Black Loose Leaf Tea Pouch, 100G","Ideal for detox and weight loss, packed with anti-oxidants, Improves liver health, Good for heart, Stress relief, Cholesterol control.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.3,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT23_1000x.jpg?v=1581147957
255,"Organic Gift of Darjeeling TGBOP-1 First Flush- Argent, Black loose leaf tea tin 150G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,849",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT18_B_-1_1000x.jpg?v=1623664293
256,"Organic Darjeeling Secret FTGFOP-1 First Flush- Platine Loose Leaf Black Tea Tin, 100G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss,, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT17_C_-1_1000x.jpg?v=1623664134
257,"Mars & Venus Iced Tea Tin, 30 pcs","Carries anti-aging, Anti-anxiety... 
                More Details","Organic Rooibos, French Pink Rose petals, Bulgarian Red Rose petals",30 pcs | 30 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-06-2_1000x.jpg?v=1640179257
258,"Hint of Mint Iced Tea Tin, 30 pcs","Reduces hypertension, Premature... 
                More Details","Organic Rooibos, Peppermint, Ginger mint",30 pcs | 30 cups,"Rs.1,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-03-2_1000x.jpg?v=1640179209
259,Holy Potion Tea Blend,"Detoxifies the body, Prevents respiratory disorders, Improves oral and dental health, Good for the eyes, Bone strength, Skin care, Regulates blood sugar levels, Aids weight loss, Boosts immune system.","Holy Basil, Sage, Cinnamon
Taste Notes
Spicy and minty
Best Time
Anytime",50 gms | 34 cups,Rs.550,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD10_1000x.png?v=1573886766
260,"Bittersweet Love Loose Leaf Tea Blend Tin, 125G","Good for cardiovascular health, Weight loss, Dental health, Bones, Carries anti-anxiety properties, Detoxifies the skin.","Organic Darjeeling Black Tea, Bulgarian Red Rose Petals",125 gms | 83 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD07_1000x.jpg?v=1581404030
261,"Chinese Gold Bud - Or Loose Leaf Black Tea Tin, 100G","Promotes weight loss, Detoxifies the body, Anti-aging, prevents cancer, Rich in anti-oxidants, Aids cardiovascular health.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT03_1000x.jpg?v=1581416314
262,Forever and always,,,,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC04062-1_1000x.jpg?v=1642494402
263,Chinese Liu Bao Brick Dark  - 1 Kilo,"Maintains a healthy spleen, Light on the stomach, Supports the digestive system, Promotes weight loss.",Whole leaves Pu'er Tea,1 Kilo | 1666 Cups,"Rs.9,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-29_1000x.jpg?v=1562844000
264,Herbal Care,1. Good for motion sickness 2. Asthma 3. Menstrual discomfort 4. Boosts immune system 5. Aids weight loss 6. Improves heart functions.,"Black Ginger, Cinnamon, Brown Cardamom","Tea Tin, 75 gms = 57 Cups,",Rs.999,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Herbalcare_1000x.jpg?v=1609226730
265,"The Sweet Escape Loose Leaf Tea Blend Tin, 100G","Aids weight loss, Packed with anti-oxidants, Improves brain function, Dental health, Good for skin, Good for liver, Carries anti-anxiety properties.","Ganlu Green Tea, French Pink Rose Buds",100 gms | 132 cups,"Rs.2,749",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD78_1000x.jpg?v=1581404500
266,Femme Fatale Tea Blend,"Packed with anti-oxidants, Anti-aging properties, Good for blood pressure, Heart, Digestive system, Liver and skin, Reduces anxiety.","Moringa leaves, French Pink Rose petals, Bulgarian Red Rose petals","Tea Pouch, 50 gms = 34 cups",Rs.625,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD23_1000x.png?v=1573887287
267,"The Musical loose leaf tea blend pouch, 100G","Packed with anti-oxidants, Anti-aging properties, Prevents sleep disorders Remove toxins, Regulates blood sugar levels, Aids weight loss, Boosts immune system.","Organic White Bai Mudan leaves, Star Anise and Cinnamon",100 gms | 100 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD_16_1000x.jpg?v=1581336356
268,"Date in the park Loose Leaf Tea Blend Tin, 150G","Good for relaxation, Improves brain function, Dental health, Weight loss, Lowers diabetes, Rich in anti-oxidants, Improves women's health.","Jasmine Tea,French Pink Rose petals, Chaoqing Green Tea",150 gms | 150 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD13_1000x.jpg?v=1581404059
269,"The First Kiss loose tea leaf blend pouch, 150G","Promotes relaxation, Prevents digestive issues, Helps cancer prevention, Dental health, Weight loss, Good for bones and heart, Anti-stress.",Organic Darjeeling Black Tea and French Lavender buds,150 gms | 150 cups,"Rs.1,449",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD_11_1000x.jpg?v=1581336320
270,"Designer Rose Flower tea Cake, 200 gms","Promotes metabolism, Improves skin, High in anti-oxidants, Recommended for women.",Whole leaves Designer Tea,200 gms | 200 cups,"Rs.2,500",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-07_1000x.jpg?v=1563448882
271,"Un bouquet de Rose, 100G","Promotes weight loss, Rich in anti-oxidants & anti-aging properties, Boosts cardiovascular health, Good for skin.","Organic Designer Peridot Tea, natural Rose flavour",100 gms | 132 cups,"Rs.2,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT02_cdef412e-c29a-4ab6-a14d-8c4b7ebe1c2c_1000x.jpg?v=1581329502
272,Organic Black Jasmine Tea ,"Packed with anti-oxidants, Lowers cholesterol, Enhances mood, Relieves stress, Boosts immunity, Has calming effect.",Whole leaves Jasmine Tea,50 gms | 50 cups,"Rs.1,699",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09871_1000x.jpg?v=1633932887
273,Chinese Fujian Zen White Tea Cake (357gms),"Boosts weight loss, Anti-cancer, Skin beautification, Anti-inflammatory, Packed with anti-oxidants.",Whole leaves White Tea,357 gms | 476 cups,"Rs.15,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT-06_1000x.jpg?v=1562849186
274,"Indian Organic White Bai Mudan - Argent Loose Leaf Tea Pouch, 75G","Good for relaxation, Skin care, Anti-aging, Blood pressure, packed with anti-oxidants & immune system.",Whole leaves White Tea,75 gms | 57 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT12_1000x.jpg?v=1618036996
275,"Fukamushi Deep Steamed, 50g","High in anti-oxidants, Prevents cancer, Lowers cholesterol, Helps in weight loss, Good for the heart.",Whole leave green tea,50 gms | 62 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT67_6ca20bb8-d52f-4114-aeec-b144d29ec811_1000x.jpg?v=1612438914
276,"Organic Sencha, 75g","High in anti-oxidants, Helps fight cancer, Lowers cholesterol, Helps in weight loss, Good for the heart, Rich in Vitamin C.",Whole leave green tea,75 gms | 75 cups,"Rs.2,099",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT62_1000x.jpg?v=1612438071
277,"Bi Luo Chun, 75g","Slow and steady wins the race, but no one wants to relax the pace. Instead, buy yourself a few minutes of this tea, aptly named Green Snail Spring, and bask in the leisure of this unhurried meeting. The green-coloured tea has spiral-shaped white-haired leaves that emits the vibrant flavour of the season it is plucked in. Relish the fruity taste, floral fragrance and organise your mood.",Whole leave green tea,75 gms | 75 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT46_1000x.jpg?v=1616046753
278,"Organic Chun Yu Hui, 50g","Promotes weight loss, Good for the heart and bones, Rich in anti-oxidants.",Whole leave green tea,50 gms | 66 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT35_7e73a4de-6c6c-4d87-b958-41dc0c85c86e_1000x.jpg?v=1612431437
279,"Organic Yu Song Bud, 50g","Refreshing, Rejuvenating, Rich in anti-oxidants, Promotes anti-aging, Weight loss.",Whole leave green tea,50 gms | 66 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT33_4b4db326-0a75-44b9-a176-abe13f93c885_1000x.jpg?v=1612431023
280,"Xinyang Mao Jian, 75g","Rich in anti-oxidants, Promotes anti-aging, Good for bones, Prevents heart disease, promotes weight loss.",Whole leave green tea,75 gms | 99 cups,"Rs.1,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT32_96d7a3c5-f3d0-4666-bd3d-731740c305b3_1000x.jpg?v=1612430825
281,"Chu Yu Chan, 50g","Rich in anti-oxidants, Relieves depression, Relaxant, Aids weight loss, Good for heart.",Whole leave green tea,50 gms= 66 cups,"Rs.1,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT28_1_1000x.jpg?v=1612427705
282,"Silverneedle Bud, 50g","Rich in anti-oxidants, Promotes weight loss, Anti-aging, Great relaxant.",Whole leave green tea,50 gms= 66 cups,"Rs.1,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/4_9f1fcd68-895e-407f-b6f9-b92965de9a36_1000x.jpg?v=1615297828
283,"Queshe Bud, 50g","Promotes anti-aging, Weight loss, Lowers blood pressure, Good for bones, Good for heart.",Whole leave green tea,50 gms = 66 cups,"Rs.1,699",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT25_06937b0a-7c44-459b-ab11-c7b59a98443e_1000x.jpg?v=1612426954
284,"Ganlu, 50g","Packed with anti-oxidants, Promotes anti-aging,, Aids immune system, Mental agility, Prevents cancer, Lowers cholesterol, Reduces stress.",Whole leave green tea,50 gms = 66 cups,"Rs.1,699",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/1_0b782f6c-25c0-4518-a441-f77af34e764e_1000x.jpg?v=1615297458
285,"Xiuning Songlou, 100g","Helps digestion, Reduces blood sugar, Controls blood pressure, Prevents tooth decay, Carries anti-aging properties.",Whole leave green tea,100 gms= 100 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT21_56816837-b263-4ada-9b91-68b1daab567d_1000x.jpg?v=1612425949
286,"Hong Qing Baked, 125g","High in anti-oxidants, Good for the heart, Aids weight loss, Improves brain function,, Anti-aging, Lowers cholesterol",Whole leave green tea,125 gms = 125 cups,"Rs.1,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT13_3f8b12f5-df0f-43de-a2a5-df8269b8a670_1000x.jpg?v=1612423753
287,"Huang Shan Mao Feng, 75g","High in anti-oxidants, Helps fight cancer, Blood purifier, Promotes weight loss, Anti-aging.",Whole leave green tea,75 gms = 100 cups,"Rs.1,799",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT08_d59a1bdc-0723-48b7-a9f0-e21f641d37fa_1000x.jpg?v=1612352243
288,"Floral Fantasy Blooming Tea, 10pcs","Experience ornamental charm in this soothing and fragrant blooming tea that uplifts and nourishes your mind one sip at a time. Delicate green tea leaves are flawlessly tied together with the mystical blooms of 1 Chrysanthemum, Jasmine and Lily flower petals.Our enchanting Chrysanthemum, Jasmine and Lily flowers, are delicately hand woven with care and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesA smooth and sweet flavour with delicate hints of floral extravaganceMultiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for eyes, Good for Heart, Immune system, Metabolism, Relaxation, Weight loss, Relieves stress.",1 chrysanthemum + jasmine petals + lily petals,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_06_1000x.jpg?v=1615446180
289,"Chinese Classic Black Tea Tablet Tin, 40 pcs","Warms the gut, Stimulates appetite, Aids digestion, Good for cholesterol, Obesity control.",Whole leaves Black Tea,40 pcs | 160 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT26_1000x.jpg?v=1581417145
290,"Organic Darjeeling FTGFOP 1 (Clonal) 1st Flush Black loose leaf Tea, 100G","Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT29-2_1000x.jpg?v=1623664965
291,"Organic Pride of Darjeeling TGBOP 2nd Flush Black loose tea pouch, 150G","Ideal for detox and weight loss, Packed with anti-oxidants, Improves liver health, Good for heart, Stress relief, Cholesterol control.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT25_A_-2_1000x.jpg?v=1623664826
292,"Organic Soul of Darjeeling FTGFOP 2nd Flush Black loose leaf Tea Tin,100G","The soul of Darjeeling has made it to your cup. One of the best black teas that the country has to offer, this one is a combination of strong flavour and stronger health benefits.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT24_B_-2_1000x.jpg?v=1623664677
293,"Chinese Yun Sun - Platine Herbal Loose Leaf Tea Tin, 75G","Aids digestion, Cleanses the body, Cools you down in summer, Promotes longevity, Purifies blood.",Whole leaves Herbal Tea,75 gms | 57 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/HT03_a3fd46ea-0d9e-40f3-ab74-b44d3785d574_1000x.jpg?v=1581402835
294,"The Prestige Iced Tea tin, 30 pcs","Good relaxant, Carries anti-oxidants,... 
                More Details","Organic White Silverneedle, Kashmiri Saffron & Saffron Sugar",30 pcs | 30 cups,"Rs.4,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-07-2_1000x.jpg?v=1640179877
295,Chateau De Versailles Tea Blend,"Relieves stress, Good for heart, Anti-aging, Lowers cholesterol, Replenishes fever, Prevents respiratory disorders, Good for eyes.",Organic Golden Needle Buds & Chrysanthemum Petals,"Tea Pouch, 50 gms = 66 cups","Rs.1,450",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD09_1000x.png?v=1573886653
296,"Chinese Gold Bud - Platine Loose Leaf Black Tea Tin, 75G","Promotes weight loss, Detoxes the body, Anti-aging, prevents cancer, Rich in anti-oxidants.",Whole leaves Black Tea,75 gms | 124 cups,"Rs.2,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT02_1000x.jpg?v=1581416284
297,Chinese Fujian White Old Shou Mei Brick Shape Tea (500gms),"Good for anti-aging, Slimming, Anti-oxidants, skin detox.",Whole leaves White Tea,1 pcs | 666 cups,"Rs.12,500",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT-11_1000x.jpg?v=1562849190
298,"Boss Lady Style, Giftbox",,,,"Rs.2,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/247_1000x.jpg?v=1645779511
299,"Stay True, Stay You! Gifbox",,,,"Rs.2,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/1_5eac736c-85b9-49f0-8a5d-36b7054a2b3e_1000x.jpg?v=1645781109
300,You’ve got this,,,,"Rs.2,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Tea_Care_1_1000x.jpg?v=1626189091
301,Thinking Of You,,,Gift Box,"Rs.3,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Box6_1_1000x.jpg?v=1611770470
302,Soothe The Soul,,,Tea Care Packages,"Rs.7,248",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/19_0390cdd3-ae83-413a-98ec-8d373e399054_1000x.jpg?v=1581680537
303,"Five Mini Premium Chinese Black Tea, 5x25g",,,25g x 5 Teas,"Rs.2,795",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Set_of_5_Black_tea_1000x.jpg?v=1581503479
304,Boat shape Ripe Pu'er Tea (8 kgs),,,1 Piece,"Rs.75,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-10_1000x.jpg?v=1563192240
305,Football Ripe Pu'er Tea (16 kgs),,,1 Piece,"Rs.100,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-09_1000x.jpg?v=1563192247
306,Pot Ripe Pu'er Tea (2.3 kgs),,,1 Piece,"Rs.12,500",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-08_1000x.jpg?v=1563192258
307,Ripe Pu'er Tea Cake (8 kilos),,,1 Piece,"Rs.35,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT05_1000x.jpg?v=1563192270
308,"Chinese Shui Yun You, Award wining Ripe Pu'er Tea Cake- 2008 (357 gms)","Prevents cancer, Nourishes the stomach, Controls blood pressure and cholesterol, Facilitates slimming.",Whole leaves Pu'er Tea,357 gms | 952 Cups,"Rs.7,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT22_1000x.jpg?v=1609408080
